original,translate
Frater's Ring of Agility,敏捷之弗拉特之戒
Frater's Ring of Athletics,运动之弗拉特之戒
Frater's Ring of Awareness,察觉之弗拉特之戒
Frater's Ring of Crafting,制作之弗拉特之戒
Frater's Ring of Defence,防御之弗拉特之戒
Frater's Ring of Diplomacy,交涉之弗拉特之戒
Frater's Ring of Fortitude,体质之弗拉特之戒
Frater's Ring of Healing,医疗之弗拉特之戒
Frater's Ring of Celerity,迅捷之弗拉特之戒
Frater's Ring of Lore,学识之弗拉特之戒
Frater's Ring of Presence,感知之弗拉特之戒
Frater's Ring of Speed,速度之弗拉特之戒
Frater's Ring of Stealth,潜行之弗拉特之戒
Frater's Ring of Strength,力量之弗拉特之戒
Frater's Ring of Survival,生存之弗拉特之戒
Frater's Ring of Thievery,偷窃之弗拉特之戒
Frater's Ring of Toughness,坚韧之弗拉特之戒
Frater's Ring of Willpower,意志之弗拉特之戒
Genesis Ring of Athletics,运动之创世之戒
Genesis Ring of Agility,敏捷之创世之戒
Genesis Ring of Awareness,察觉之创世之戒
Genesis Ring of Crafting,制作之创世之戒
Genesis Ring of Defence,防御之创世之戒
Genesis Ring of Diplomacy,交涉之创世之戒
Genesis Ring of Fortitude,体质之创世之戒
Genesis Ring of Healing,医疗之创世之戒
Genesis Ring of the Hero,英雄之创世之戒
Genesis Ring of Celerity,迅捷之创世之戒
Genesis Ring of Intellect,智力之创世之戒
Genesis Ring of Lore,学识之创世之戒
Genesis Ring of Presence,感知之创世之戒
Genesis Ring of Protection,保护之创世之戒
Genesis Ring of Speed,速度之创世之戒
Genesis Ring of Stealth,潜行之创世之戒
Genesis Ring of Strength,力量之创世之戒
Genesis Ring of Survival,生存之创世之戒
Genesis Ring of Thievery,偷窃之创世之戒
Genesis Ring of Toughness,坚韧之创世之戒
Genesis Ring of Willpower,意志之创世之戒
Green Sapphire Ring of Agility,敏捷之绿宝石戒指
Green Sapphire Ring of Athletics,运动之绿宝石戒指
Green Sapphire Ring of Awareness,察觉之绿宝石戒指
Green Sapphire Ring of Crafting,制作之绿宝石戒指
Green Sapphire Ring of Defence,防御之绿宝石戒指
Green Sapphire Ring of Diplomacy,交涉之绿宝石戒指
Green Sapphire Ring of Fortitude,体质之绿宝石戒指
Green Sapphire Ring of Healing,医疗之绿宝石戒指
Green Sapphire Ring of Celerity,迅捷之绿宝石戒指
Green Sapphire Ring of Lore,学识之绿宝石戒指
Green Sapphire Ring of Presence,感知之绿宝石戒指
Green Sapphire Ring of Speed,速度之绿宝石戒指
Green Sapphire Ring of Stealth,潜行之绿宝石戒指
Green Sapphire Ring of Strength,力量之绿宝石戒指
Green Sapphire Ring of Survival,生存之绿宝石戒指
Green Sapphire Ring of Thievery,偷窃之绿宝石戒指
Green Sapphire Ring of Toughness,坚韧之绿宝石戒指
Green Sapphire Ring of Willpower,意志之绿宝石戒指
Lapis Ring of Agility,敏捷之青金石戒指
Lapis Ring of Athletics,运动之青金石戒指
Lapis Ring of Awareness,察觉之青金石戒指
Lapis Ring of Crafting,制作之青金石戒指
Lapis Ring of Defence,防御之青金石戒指
Lapis Ring of Diplomacy,交涉之青金石戒指
Lapis Ring of Fortitude,体质之青金石戒指
Lapis Ring of Healing,医疗之青金石戒指
Lapis Ring of Celerity,迅捷之青金石戒指
Lapis Ring of Lore,学识之青金石戒指
Lapis Ring of Presence,感知之青金石戒指
Lapis Ring of Speed,速度之青金石戒指
Lapis Ring of Stealth,潜行之青金石戒指
Lapis Ring of Strength,力量之青金石戒指
Lapis Ring of Survival,生存之青金石戒指
Lapis Ring of Thievery,偷窃之青金石戒指
Lapis Ring of Toughness,坚韧之青金石戒指
Lapis Ring of Willpower,意志之青金石戒指
Lupercal Ring of Athletics,运动之卢佩卡尔戒指
Lupercal Ring of Agility,敏捷之卢佩卡尔戒指
Lupercal Ring of Awareness,察觉之卢佩卡尔戒指
Lupercal Ring of Crafting,制作之卢佩卡尔戒指
Lupercal Ring of Defence,防御之卢佩卡尔戒指
Lupercal Ring of Diplomacy,交涉之卢佩卡尔戒指
Lupercal Ring of Fortitude,体质之卢佩卡尔戒指
Lupercal Ring of Healing,医疗之卢佩卡尔戒指
Lupercal Ring of the Hero,英雄之卢佩卡尔戒指
Lupercal Ring of Celerity,迅捷之卢佩卡尔戒指
Lupercal Ring of Intellect,智力之卢佩卡尔戒指
Lupercal Ring of Lore,学识之卢佩卡尔戒指
Lupercal Ring of Presence,感知之卢佩卡尔戒指
Lupercal Ring of Protection,保护之卢佩卡尔戒指
Lupercal Ring of Speed,速度之卢佩卡尔戒指
Lupercal Ring of Stealth,潜行之卢佩卡尔戒指
Lupercal Ring of Strength,力量之卢佩卡尔戒指
Lupercal Ring of Survival,生存之卢佩卡尔戒指
Lupercal Ring of Thievery,偷窃之卢佩卡尔戒指
Lupercal Ring of Toughness,坚韧之卢佩卡尔戒指
Lupercal Ring of Willpower,意志之卢佩卡尔戒指
Primordial Ring of Athletics,运动之原初之戒
Primordial Ring of Agility,敏捷之原初之戒
Primordial Ring of Awareness,察觉之原初之戒
Primordial Ring of Crafting,制作之原初之戒
Primordial Ring of Defence,防御之原初之戒
Primordial Ring of Diplomacy,交涉之原初之戒
Primordial Ring of Fortitude,体质之原初之戒
Primordial Ring of Healing,医疗之原初之戒
Primordial Ring of the Hero,英雄之原初之戒
Primordial Ring of Celerity,迅捷之原初之戒
Primordial Ring of Intellect,智力之原初之戒
Primordial Ring of Lore,学识之原初之戒
Primordial Ring of Presence,感知之原初之戒
Primordial Ring of Protection,保护之原初之戒
Primordial Ring of Speed,速度之原初之戒
Primordial Ring of Stealth,潜行之原初之戒
Primordial Ring of Strength,力量之原初之戒
Primordial Ring of Survival,生存之原初之戒
Primordial Ring of Thievery,偷窃之原初之戒
Primordial Ring of Toughness,坚韧之原初之戒
Primordial Ring of Willpower,意志之原初之戒
Ruby Ring of Agility,敏捷之红宝石戒指
Ruby Ring of Athletics,运动之红宝石戒指
Ruby Ring of Awareness,察觉之红宝石戒指
Ruby Ring of Crafting,制作之红宝石戒指
Ruby Ring of Defence,防御之红宝石戒指
Ruby Ring of Diplomacy,交涉之红宝石戒指
Ruby Ring of Fortitude,体质之红宝石戒指
Ruby Ring of Healing,医疗之红宝石戒指
Ruby Ring of Celerity,迅捷之红宝石戒指
Ruby Ring of Lore,学识之红宝石戒指
Ruby Ring of Presence,感知之红宝石戒指
Ruby Ring of Stealth,潜行之红宝石戒指
Ruby Ring of Strength,力量之红宝石戒指
Ruby Ring of Survival,生存之红宝石戒指
Ruby Ring of Thievery,偷窃之红宝石戒指
Ruby Ring of Toughness,坚韧之红宝石戒指
Ruby Ring of Willpower,意志之红宝石戒指
Sepulchite's Ring of Agility,敏捷之墓祀教团之戒
Sepulchite's Ring of Athletics,运动之墓祀教团之戒
Sepulchite's Ring of Awareness,察觉之墓祀教团之戒
Sepulchite's Ring of Crafting,制作之墓祀教团之戒
Sepulchite's Ring of Defence,防御之墓祀教团之戒
Sepulchite's Ring of Diplomacy,交涉之墓祀教团之戒
Sepulchite's Ring of Fortitude,体质之墓祀教团之戒
Sepulchite's Ring of Healing,医疗之墓祀教团之戒
Sepulchite's Ring of Celerity,迅捷之墓祀教团之戒
Sepulchite's Ring of Lore,学识之墓祀教团之戒
Sepulchite's Ring of Presence,感知之墓祀教团之戒
Sepulchite's Ring of Speed,速度之墓祀教团之戒
Sepulchite's Ring of Stealth,潜行之墓祀教团之戒
Sepulchite's Ring of Strength,力量之墓祀教团之戒
Sepulchite's Ring of Survival,生存之墓祀教团之戒
Sepulchite's Ring of Thievery,偷窃之墓祀教团之戒
Sepulchite's Ring of Toughness,坚韧之墓祀教团之戒
Sepulchite's Ring of Willpower,意志之墓祀教团之戒
Serpent Ring of Agility,敏捷之蛇形戒指
Serpent Ring of Athletics,运动之蛇形戒指
Serpent Ring of Awareness,察觉之蛇形戒指
Serpent Ring of Crafting,制作之蛇形戒指
Serpent Ring of Defence,防御之蛇形戒指
Serpent Ring of Diplomacy,交涉之蛇形戒指
Serpent Ring of Fortitude,体质之蛇形戒指
Serpent Ring of Healing,医疗之蛇形戒指
Serpent Ring of Celerity,迅捷之蛇形戒指
Serpent Ring of Lore,学识之蛇形戒指
Serpent Ring of Presence,感知之蛇形戒指
Serpent Ring of Stealth,潜行之蛇形戒指
Serpent Ring of Strength,力量之蛇形戒指
Serpent Ring of Survival,生存之蛇形戒指
Serpent Ring of Thievery,偷窃之蛇形戒指
Serpent Ring of Toughness,坚韧之蛇形戒指
Serpent Ring of Willpower,意志之蛇形戒指
Skull Ring of Agility,敏捷之颅骨戒指
Skull Ring of Athletics,运动之颅骨戒指
Skull Ring of Awareness,察觉之颅骨戒指
Skull Ring of Crafting,制作之颅骨戒指
Skull Ring of Defence,防御之颅骨戒指
Skull Ring of Diplomacy,交涉之颅骨戒指
Skull Ring of Fortitude,体质之颅骨戒指
Skull Ring of Healing,医疗之颅骨戒指
Skull Ring of Celerity,迅捷之颅骨戒指
Skull Ring of Lore,学识之颅骨戒指
Skull Ring of Presence,感知之颅骨戒指
Skull Ring of Stealth,潜行之颅骨戒指
Skull Ring of Strength,力量之颅骨戒指
Skull Ring of Survival,生存之颅骨戒指
Skull Ring of Thievery,偷窃之颅骨戒指
Skull Ring of Toughness,坚韧之颅骨戒指
Skull Ring of Willpower,意志之颅骨戒指
Sunstone Ring of Agility,敏捷之日长石戒指
Sunstone Ring of Athletics,运动之日长石戒指
Sunstone Ring of Awareness,察觉之日长石戒指
Sunstone Ring of Crafting,制作之日长石戒指
Sunstone Ring of Defence,防御之日长石戒指
Sunstone Ring of Diplomacy,交涉之日长石戒指
Sunstone Ring of Fortitude,体质之日长石戒指
Sunstone Ring of Healing,医疗之日长石戒指
Sunstone Ring of Celerity,迅捷之日长石戒指
Sunstone Ring of Lore,学识之日长石戒指
Sunstone Ring of Presence,感知之日长石戒指
Sunstone Ring of Speed,速度之日长石戒指
Sunstone Ring of Stealth,潜行之日长石戒指
Sunstone Ring of Strength,力量之日长石戒指
Sunstone Ring of Survival,生存之日长石戒指
Sunstone Ring of Thievery,偷窃之日长石戒指
Sunstone Ring of Toughness,坚韧之日长石戒指
Sunstone Ring of Willpower,意志之日长石戒指
Tempest Ring of Athletics,运动之风暴之戒
Tempest Ring of Agility,敏捷之风暴之戒
Tempest Ring of Awareness,察觉之风暴之戒
Tempest Ring of Crafting,制作之风暴之戒
Tempest Ring of Defence,防御之风暴之戒
Tempest Ring of Diplomacy,交涉之风暴之戒
Tempest Ring of Fortitude,体质之风暴之戒
Tempest Ring of Healing,医疗之风暴之戒
Tempest Ring of the Hero,英雄之风暴之戒
Tempest Ring of Celerity,迅捷之风暴之戒
Tempest Ring of Intellect,智力之风暴之戒
Tempest Ring of Lore,学识之风暴之戒
Tempest Ring of Presence,感知之风暴之戒
Tempest Ring of Protection,保护之风暴之戒
Tempest Ring of Speed,速度之风暴之戒
Tempest Ring of Stealth,潜行之风暴之戒
Tempest Ring of Strength,力量之风暴之戒
Tempest Ring of Survival,生存之风暴之戒
Tempest Ring of Thievery,偷窃之风暴之戒
Tempest Ring of Toughness,坚韧之风暴之戒
Tempest Ring of Willpower,意志之风暴之戒
Topaz Ring of Agility,敏捷之黄玉戒指
Topaz Ring of Athletics,运动之黄玉戒指
Topaz Ring of Awareness,察觉之黄玉戒指
Topaz Ring of Crafting,制作之黄玉戒指
Topaz Ring of Defence,防御之黄玉戒指
Topaz Ring of Diplomacy,交涉之黄玉戒指
Topaz Ring of Fortitude,体质之黄玉戒指
Topaz Ring of Healing,医疗之黄玉戒指
Topaz Ring of Celerity,迅捷之黄玉戒指
Topaz Ring of Lore,学识之黄玉戒指
Topaz Ring of Presence,感知之黄玉戒指
Topaz Ring of Stealth,潜行之黄玉戒指
Topaz Ring of Strength,力量之黄玉戒指
Topaz Ring of Survival,生存之黄玉戒指
Topaz Ring of Thievery,偷窃之黄玉戒指
Topaz Ring of Toughness,坚韧之黄玉戒指
Topaz Ring of Willpower,意志之黄玉戒指
Wavestrider Ring of Athletics,运动之踏浪者之戒
Wavestrider Ring of Agility,敏捷之踏浪者之戒
Wavestrider Ring of Awareness,察觉之踏浪者之戒
Wavestrider Ring of Crafting,制作之踏浪者之戒
Wavestrider Ring of Defence,防御之踏浪者之戒
Wavestrider Ring of Diplomacy,交涉之踏浪者之戒
Wavestrider Ring of Fortitude,体质之踏浪者之戒
Wavestrider Ring of Healing,医疗之踏浪者之戒
Wavestrider Ring of the Hero,英雄之踏浪者之戒
Wavestrider Ring of Celerity,迅捷之踏浪者之戒
Wavestrider Ring of Intellect,智力之踏浪者之戒
Wavestrider Ring of Lore,学识之踏浪者之戒
Wavestrider Ring of Presence,感知之踏浪者之戒
Wavestrider Ring of Protection,保护之踏浪者之戒
Wavestrider Ring of Speed,速度之踏浪者之戒
Wavestrider Ring of Stealth,潜行之踏浪者之戒
Wavestrider Ring of Strength,力量之踏浪者之戒
Wavestrider Ring of Survival,生存之踏浪者之戒
Wavestrider Ring of Thievery,偷窃之踏浪者之戒
Wavestrider Ring of Toughness,坚韧之踏浪者之戒
Wavestrider Ring of Willpower,意志之踏浪者之戒
#Enchantments - Weapons,#附魔 - 武器
Accurate Fine Broadsword,精准精良阔剑
Fine Broadsword of Greater Accuracy,精良阔剑之强效命中
Fine Broadsword of Defence,精良阔剑之防御
Keen Fine Broadsword,敏锐精良阔剑
Savage Fine Broadsword,凶残精良阔剑
Accurate Fine Club,精准精良棍棒
Fine Club of Greater Accuracy,精良棍棒之强效命中
Fine Club of Defence,精良棍棒之防御
Keen Fine Club,敏锐精良棍棒
Savage Fine Club,凶残精良棍棒
Fine Cutlass of Celerity,精良弯刀之迅捷
Accurate Fine Cutlass,精准精良弯刀
Fine Cutlass of Greater Accuracy,精良弯刀之强效命中
Fine Cutlass of Defence,精良弯刀之防御
Keen Fine Cutlass,敏锐精良弯刀
Savage Fine Cutlass,凶残精良弯刀
Fine Dagger of Celerity,精良匕首之迅捷
Accurate Fine Dagger,精准精良匕首
Fine Dagger of Greater Accuracy,精良匕首之强效命中
Fine Dagger of Defence,精良匕首之防御
Keen Fine Dagger,敏锐精良匕首
Savage Fine Dagger,凶残精良匕首
Fine Greataxe of Celerity,精良巨斧之迅捷
Accurate Fine Greataxe,精准精良巨斧
Fine Greataxe of Greater Accuracy,精良巨斧之强效命中
Fine Greataxe of Defence,精良巨斧之防御
Keen Fine Greataxe,敏锐精良巨斧
Savage Fine Greataxe,凶残精良巨斧
Fine Greathammer of Celerity,精良巨锤之迅捷
Accurate Fine Greathammer,精准精良巨锤
Fine Greathammer of Greater Accuracy,精良巨锤之强效命中
Fine Greathammer of Defence,精良巨锤之防御
Keen Fine Greathammer,敏锐精良巨锤
Savage Fine Greathammer,凶残精良巨锤
Fine Handaxe of Celerity,精良手斧之迅捷
Accurate Fine Handaxe,精准精良手斧
Fine Handaxe of Greater Accuracy,精良手斧之强效命中
Fine Handaxe of Defence,精良手斧之防御
Keen Fine Handaxe,敏锐精良手斧
Savage Fine Handaxe,凶残精良手斧
Fine longsword of Celerity,精良长剑之迅捷
Accurate Fine longsword,精准精良长剑
Fine longsword of Greater Accuracy,精良长剑之强效命中
Fine longsword of Defence,精良长剑之防御
Keen Fine longsword,敏锐精良长剑
Savage Fine longsword,凶残精良长剑
Fine Mace of Celerity,精良钉锤之迅捷
Accurate Fine Mace,精准精良钉锤
Fine Mace of Greater Accuracy,精良钉锤之强效命中
Fine Mace of Defence,精良钉锤之防御
Keen Fine Mace,敏锐精良钉锤
Savage Fine Mace,凶残精良钉锤
Fine Rapier of Celerity,精良刺剑之迅捷
Accurate Fine Rapier,精准精良刺剑
Fine Rapier of Greater Accuracy,精良刺剑之强效命中
